"id","code_prefix_start","name","name@lv"
"l10n_lv_group_601_39","601.39","Fees to domestic resident legal entities related parties","Honorarios a personas morales residentes nacionales partes relacionadas"
"l10n_lv_group_601_40","601.40","Fees to legal entities resident abroad","Honorarios a personas morales residentes del extranjero"
"l10n_lv_group_601_41","601.41","Fees to legal entities resident abroad related parties","Honorarios a personas morales residentes del extranjero partes relacionadas"
"l10n_lv_group_601_42","601.42","Customs fees natural persons","Honorarios aduanales personas físicas"
"l10n_lv_group_601_43","601.43","Customs fees legal persons","Honorarios aduanales personas morales"
"l10n_lv_group_601_44","601.44","Fees to the Board of Directors","Honorarios al consejo de administración"
"l10n_lv_group_601_45","601.45","Leasing to domestic resident individuals","Arrendamiento a personas físicas residentes nacionales"
"l10n_lv_group_601_46","601.46","Leasing to domestic resident legal entities","Arrendamiento a personas morales residentes nacionales"
"l10n_lv_group_601_47","601.47","Leasing to foreign residents","Arrendamiento a residentes del extranjero"
"l10n_lv_group_601_48","601.48","Fuels and lubricants","Combustibles y lubricantes"
"l10n_lv_group_601_49","601.49","Per diems and travel expenses","Viáticos y gastos de viaje"
"l10n_lv_group_601_50","601.50","Telephone, internet","Teléfono, internet"
"l10n_lv_group_601_51","601.51","Water","Agua"
"l10n_lv_group_601_52","601.52","Electric power","Energía eléctrica"
"l10n_lv_group_601_53","601.53","Surveillance and security","Vigilancia y seguridad"
"l10n_lv_group_601_54","601.54","Cleaning","Limpieza"
"l10n_lv_group_601_55","601.55","Stationery and office supplies","Papelería y artículos de oficina"
"l10n_lv_group_601_56","601.56","Maintenance and upkeep","Mantenimiento y conservación"
"l10n_lv_group_601_57","601.57","Insurance and bonds","Seguros y fianzas"
"l10n_lv_group_601_58","601.58","Other taxes and duties","Otros impuestos y derechos"
"l10n_lv_group_601_59","601.59","Tax surcharges","Recargos fiscales"
"l10n_lv_group_601_60","601.60","Fees and subscriptions","Cuotas y suscripciones"
"l10n_lv_group_601_61","601.61","Propaganda and advertising","Propaganda y publicidad"
"l10n_lv_group_601_62","601.62","Staff training","Capacitación al personal"
"l10n_lv_group_601_63","601.63","Donations and grants","Donativos y ayudas"
"l10n_lv_group_601_64","601.64","Technical assistance","Asistencia técnica"
"l10n_lv_group_601_65","601.65","Royalties subject to other percentages","Regalías sujetas a otros porcentajes"
"l10n_lv_group_601_66","601.66","Royalties subject to 5%","Regalías sujetas al 5%"
"l10n_lv_group_601_67","601.67","Royalties subject to 10%","Regalías sujetas al 10%"
"l10n_lv_group_601_68","601.68","Royalties subject to 15%","Regalías sujetas al 15%"
"l10n_lv_group_601_69","601.69","Royalties subject to 25%","Regalías sujetas al 25%"
"l10n_lv_group_601_70","601.70","Royalties subject to 30%","Regalías sujetas al 30%"
"l10n_lv_group_601_71","601.71","Royalties without withholding","Regalías sin retención"
"l10n_lv_group_601_72","601.72","Freight and haulage","Fletes y acarreos"
"l10n_lv_group_601_73","601.73","Import charges","Gastos de importación"
"l10n_lv_group_601_74","601.74","Commissions on sales","Comisiones sobre ventas"
"l10n_lv_group_601_75","601.75","Credit card fees","Comisiones por tarjetas de crédito"
"l10n_lv_group_601_76","601.76","Patents and trademarks","Patentes y marcas"
"l10n_lv_group_601_77","601.77","Uniforms","Uniformes"
"l10n_lv_group_601_78","601.78","Predials","Prediales"
"l10n_lv_group_601_79","601.79","General development costs","Gastos generales de urbanización"
"l10n_lv_group_601_80","601.80","Construction overheads","Gastos generales de construcción"
"l10n_lv_group_601_81","601.81","Freight from abroad","Fletes del extranjero"
"l10n_lv_group_601_82","601.82","Collection of goods from the agricultural and/or livestock sector","Recolección de bienes del sector agropecuario y/o ganadero"
"l10n_lv_group_601_83","601.83","Non-deductible expenses (without fiscal requirements)","Gastos no deducibles (sin requisitos fiscales)"
"l10n_lv_group_601_84","601.84","Other overheads","Otros gastos generales"
"l10n_lv_group_602","602","Cost of sales","Costo de venta"
"l10n_lv_group_602_01","602.01","Wages and salaries","Sueldos y Salarios"
"l10n_lv_group_602_02","602.02","Compensation","Compensaciones"
"l10n_lv_group_602_03","602.03","Overtime","Tiempos extras"
"l10n_lv_group_602_04","602.04","Attendance awards","Premios de asistencia"
"l10n_lv_group_602_05","602.05","Punctuality awards","Premios de puntualidad"
"l10n_lv_group_602_06","602.06","Holidays","Vacaciones"
"l10n_lv_group_602_07","602.07","Holiday bonus","Prima vacacional"
"l10n_lv_group_602_08","602.08","Sunday premium","Prima dominical"
"l10n_lv_group_602_09","602.09","Public holidays","Días festivos"
"l10n_lv_group_602_10","602.10","Gratuities","Gratificaciones"
"l10n_lv_group_602_11","602.11","Seniority premiums","Primas de antigüedad"
"l10n_lv_group_602_12","602.12","Christmas bonus","Aguinaldo"
"l10n_lv_group_602_13","602.13","Indemnities","Indemnizaciones"
"l10n_lv_group_602_14","602.14","Uncovering","Destajo"
"l10n_lv_group_602_15","602.15","Pantry","Despensa"
"l10n_lv_group_602_16","602.16","Transport","Transporte"
"l10n_lv_group_602_17","602.17","Medical service","Servicio médico"
"l10n_lv_group_602_18","602.18","Assistance with funeral expenses","Ayuda en gastos funerarios"
"l10n_lv_group_602_19","602.19","Savings fund","Fondo de ahorro"
"l10n_lv_group_602_20","602.20","Union dues","Cuotas sindicales"
"l10n_lv_group_602_21","602.21","OCT","PTU"
"l10n_lv_group_602_22","602.22","Encouragement for staff","Estímulo al personal"
"l10n_lv_group_602_23","602.23","Social welfare","Previsión social"
"l10n_lv_group_602_24","602.24","Contributions to the retirement plan","Aportaciones para el plan de jubilación"
"l10n_lv_group_602_25","602.25","Other staff benefits","Otras prestaciones al personal"
"l10n_lv_group_602_26","602.26","IMSS contributions","Cuotas al IMSS"
"l10n_lv_group_602_27","602.27","Infonavit contributions","Aportaciones al infonavit"
"l10n_lv_group_602_28","602.28","SAR contributions","Aportaciones al SAR"
"l10n_lv_group_602_29","602.29","State payroll tax","Impuesto estatal sobre nóminas"
"l10n_lv_group_602_30","602.30","Other contributions","Otras aportaciones"
"l10n_lv_group_602_31","602.31","Assimilated to salaries","Asimilados a salarios"
"l10n_lv_group_602_32","602.32","Administrative services","Servicios administrativos"
"l10n_lv_group_602_33","602.33","Administrative services related parties","Servicios administrativos partes relacionadas"
"l10n_lv_group_602_34","602.34","Fees to domestic resident individuals","Honorarios a personas físicas residentes nacionales"
"l10n_lv_group_602_35","602.35","Fees to domestic resident individuals related parties","Honorarios a personas físicas residentes nacionales partes relacionadas"
"l10n_lv_group_602_36","602.36","Fees to individuals resident abroad","Honorarios a personas físicas residentes del extranjero"
"l10n_lv_group_602_37","602.37","Fees to individuals resident abroad related parties","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"l10n_lv_group_602_38","602.38","Fees to domestic resident legal entities","Honorarios a personas morales residentes nacionales"
"l10n_lv_group_602_39","602.39","Fees to domestic resident legal entities related parties","Honorarios a personas morales residentes nacionales partes relacionadas"
"l10n_lv_group_602_40","602.40","Fees to legal entities resident abroad","Honorarios a personas morales residentes del extranjero"
"l10n_lv_group_602_41","602.41","Fees to legal entities resident abroad related parties","Honorarios a personas morales residentes del extranjero partes relacionadas"
"l10n_lv_group_602_42","602.42","Customs fees natural persons","Honorarios aduanales personas físicas"
"l10n_lv_group_602_43","602.43","Customs fees legal persons","Honorarios aduanales personas morales"
"l10n_lv_group_602_44","602.44","Fees to the Board of Directors","Honorarios al consejo de administración"
"l10n_lv_group_602_45","602.45","Leasing to domestic resident individuals","Arrendamiento a personas físicas residentes nacionales"
"l10n_lv_group_602_46","602.46","Leasing to domestic resident legal entities","Arrendamiento a personas morales residentes nacionales"
"l10n_lv_group_602_47","602.47","Leasing to foreign residents","Arrendamiento a residentes del extranjero"
"l10n_lv_group_602_48","602.48","Fuels and lubricants","Combustibles y lubricantes"
"l10n_lv_group_602_49","602.49","Per diems and travel expenses","Viáticos y gastos de viaje"
"l10n_lv_group_602_50","602.50","Telephone, internet","Teléfono, internet"
"l10n_lv_group_602_51","602.51","Water","Agua"
"l10n_lv_group_602_52","602.52","Electric power","Energía eléctrica"
"l10n_lv_group_602_53","602.53","Surveillance and security","Vigilancia y seguridad"
"l10n_lv_group_602_54","602.54","Cleaning","Limpieza"
"l10n_lv_group_602_55","602.55","Stationery and office supplies","Papelería y artículos de oficina"
"l10n_lv_group_602_56","602.56","Maintenance and upkeep","Mantenimiento y conservación"
"l10n_lv_group_602_57","602.57","Insurance and bonds","Seguros y fianzas"
"l10n_lv_group_602_58","602.58","Other taxes and duties","Otros impuestos y derechos"
"l10n_lv_group_602_59","602.59","Tax surcharges","Recargos fiscales"
"l10n_lv_group_602_60","602.60","Fees and subscriptions","Cuotas y suscripciones"
"l10n_lv_group_602_61","602.61","Propaganda and advertising","Propaganda y publicidad"
"l10n_lv_group_602_62","602.62","Staff training","Capacitación al personal"
"l10n_lv_group_602_63","602.63","Donations and grants","Donativos y ayudas"
"l10n_lv_group_602_64","602.64","Technical assistance","Asistencia técnica"
"l10n_lv_group_602_65","602.65","Royalties subject to other percentages","Regalías sujetas a otros porcentajes"
"l10n_lv_group_602_66","602.66","Royalties subject to 5%","Regalías sujetas al 5%"
"l10n_lv_group_602_67","602.67","Royalties subject to 10%","Regalías sujetas al 10%"
"l10n_lv_group_602_68","602.68","Royalties subject to 15%","Regalías sujetas al 15%"
"l10n_lv_group_602_69","602.69","Royalties subject to 25%","Regalías sujetas al 25%"
"l10n_lv_group_602_70","602.70","Royalties subject to 30%","Regalías sujetas al 30%"
"l10n_lv_group_602_71","602.71","Royalties without withholding","Regalías sin retención"
"l10n_lv_group_602_72","602.72","Freight and haulage","Fletes y acarreos"
"l10n_lv_group_602_73","602.73","Import charges","Gastos de importación"
"l10n_lv_group_602_74","602.74","Commissions on sales","Comisiones sobre ventas"
"l10n_lv_group_602_75","602.75","Credit card fees","Comisiones por tarjetas de crédito"
"l10n_lv_group_602_76","602.76","Patents and trademarks","Patentes y marcas"
"l10n_lv_group_602_77","602.77","Uniforms","Uniformes"
"l10n_lv_group_602_78","602.78","Predials","Prediales"
"l10n_lv_group_602_79","602.79","Development sales costs","Gastos de venta de urbanización"
"l10n_lv_group_602_80","602.80","Selling costs of construction","Gastos de venta de construcción"
"l10n_lv_group_602_81","602.81","Freight from abroad","Fletes del extranjero"
"l10n_lv_group_602_82","602.82","Collection of goods from the agricultural and/or livestock sector","Recolección de bienes del sector agropecuario y/o ganadero"
"l10n_lv_group_602_83","602.83","Non-deductible expenses (without fiscal requirements)","Gastos no deducibles (sin requisitos fiscales)"
"l10n_lv_group_602_84","602.84","Other selling expenses","Otros gastos de venta"
"l10n_lv_group_603","603","Administration costs","Gastos de administración"
"l10n_lv_group_603_01","603.01","Wages and salaries","Sueldos y Salarios"
"l10n_lv_group_603_02","603.02","Compensation","Compensaciones"
"l10n_lv_group_603_03","603.03","Overtime","Tiempos extras"
"l10n_lv_group_603_04","603.04","Attendance awards","Premios de asistencia"
"l10n_lv_group_603_05","603.05","Punctuality awards","Premios de puntualidad"
"l10n_lv_group_603_06","603.06","Holidays","Vacaciones"
"l10n_lv_group_603_07","603.07","Holiday bonus","Prima vacacional"
"l10n_lv_group_603_08","603.08","Sunday premium","Prima dominical"
"l10n_lv_group_603_09","603.09","Public holidays","Días festivos"
"l10n_lv_group_603_10","603.10","Gratuities","Gratificaciones"
"l10n_lv_group_603_11","603.11","Seniority premiums","Primas de antigüedad"
"l10n_lv_group_603_12","603.12","Christmas bonus","Aguinaldo"
"l10n_lv_group_603_13","603.13","Indemnities","Indemnizaciones"
"l10n_lv_group_603_14","603.14","Uncovering","Destajo"
"l10n_lv_group_603_15","603.15","Pantry","Despensa"
"l10n_lv_group_603_16","603.16","Transport","Transporte"
"l10n_lv_group_603_17","603.17","Medical service","Servicio médico"
"l10n_lv_group_603_18","603.18","Assistance with funeral expenses","Ayuda en gastos funerarios"
"l10n_lv_group_603_19","603.19","Savings fund","Fondo de ahorro"
"l10n_lv_group_603_20","603.20","Union dues","Cuotas sindicales"
"l10n_lv_group_603_21","603.21","OCT","PTU"
"l10n_lv_group_603_22","603.22","Encouragement for staff","Estímulo al personal"
"l10n_lv_group_603_23","603.23","Social welfare","Previsión social"
"l10n_lv_group_603_24","603.24","Contributions to the retirement plan","Aportaciones para el plan de jubilación"
"l10n_lv_group_603_25","603.25","Other staff benefits","Otras prestaciones al personal"
"l10n_lv_group_603_26","603.26","IMSS contributions","Cuotas al IMSS"
"l10n_lv_group_603_27","603.27","Infonavit contributions","Aportaciones al infonavit"
"l10n_lv_group_603_28","603.28","SAR contributions","Aportaciones al SAR"
"l10n_lv_group_603_29","603.29","State payroll tax","Impuesto estatal sobre nóminas"
"l10n_lv_group_603_30","603.30","Other contributions","Otras aportaciones"
"l10n_lv_group_603_31","603.31","Assimilated to salaries","Asimilados a salarios"
"l10n_lv_group_603_32","603.32","Administrative services","Servicios administrativos"
"l10n_lv_group_603_33","603.33","Administrative services related parties","Servicios administrativos partes relacionadas"
"l10n_lv_group_603_34","603.34","Fees to domestic resident individuals","Honorarios a personas físicas residentes nacionales"
"l10n_lv_group_603_35","603.35","Fees to domestic resident individuals related parties","Honorarios a personas físicas residentes nacionales partes relacionadas"
"l10n_lv_group_603_36","603.36","Fees to individuals resident abroad","Honorarios a personas físicas residentes del extranjero"
"l10n_lv_group_603_37","603.37","Fees to individuals resident abroad related parties","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"l10n_lv_group_603_38","603.38","Fees to domestic resident legal entities","Honorarios a personas morales residentes nacionales"
"l10n_lv_group_603_39","603.39","Fees to domestic resident legal entities related parties","Honorarios a personas morales residentes nacionales partes relacionadas"
"l10n_lv_group_603_40","603.40","Fees to legal entities resident abroad","Honorarios a personas morales residentes del extranjero"
"l10n_lv_group_603_41","603.41","Fees to legal entities resident abroad related parties","Honorarios a personas morales residentes del extranjero partes relacionadas"
"l10n_lv_group_603_42","603.42","Customs fees natural persons","Honorarios aduanales personas físicas"
"l10n_lv_group_603_43","603.43","Customs fees legal persons","Honorarios aduanales personas morales"
"l10n_lv_group_603_44","603.44","Fees to the Board of Directors","Honorarios al consejo de administración"
"l10n_lv_group_603_45","603.45","Leasing to domestic resident individuals","Arrendamiento a personas físicas residentes nacionales"
"l10n_lv_group_603_46","603.46","Leasing to domestic resident legal entities","Arrendamiento a personas morales residentes nacionales"
"l10n_lv_group_603_47","603.47","Leasing to foreign residents","Arrendamiento a residentes del extranjero"
"l10n_lv_group_603_48","603.48","Fuels and lubricants","Combustibles y lubricantes"
"l10n_lv_group_603_49","603.49","Per diems and travel expenses","Viáticos y gastos de viaje"
"l10n_lv_group_603_50","603.50","Telephone, internet","Teléfono, internet"
"l10n_lv_group_603_51","603.51","Water","Agua"
"l10n_lv_group_603_52","603.52","Electric power","Energía eléctrica"
"l10n_lv_group_603_53","603.53","Surveillance and security","Vigilancia y seguridad"
"l10n_lv_group_603_54","603.54","Cleaning","Limpieza"
"l10n_lv_group_603_55","603.55","Stationery and office supplies","Papelería y artículos de oficina"
"l10n_lv_group_603_56","603.56","Maintenance and upkeep","Mantenimiento y conservación"
"l10n_lv_group_603_57","603.57","Insurance and bonds","Seguros y fianzas"
"l10n_lv_group_603_58","603.58","Other taxes and duties","Otros impuestos y derechos"
"l10n_lv_group_603_59","603.59","Tax surcharges","Recargos fiscales"
"l10n_lv_group_603_60","603.60","Fees and subscriptions","Cuotas y suscripciones"
"l10n_lv_group_603_61","603.61","Propaganda and advertising","Propaganda y publicidad"
"l10n_lv_group_603_62","603.62","Staff training","Capacitación al personal"
"l10n_lv_group_603_63","603.63","Donations and grants","Donativos y ayudas"
"l10n_lv_group_603_64","603.64","Technical assistance","Asistencia técnica"
"l10n_lv_group_603_65","603.65","Royalties subject to other percentages","Regalías sujetas a otros porcentajes"
"l10n_lv_group_603_66","603.66","Royalties subject to 5%","Regalías sujetas al 5%"
"l10n_lv_group_603_67","603.67","Royalties subject to 10%","Regalías sujetas al 10%"
"l10n_lv_group_603_68","603.68","Royalties subject to 15%","Regalías sujetas al 15%"
"l10n_lv_group_603_69","603.69","Royalties subject to 25%","Regalías sujetas al 25%"
"l10n_lv_group_603_70","603.70","Royalties subject to 30%","Regalías sujetas al 30%"
"l10n_lv_group_603_71","603.71","Royalties without withholding","Regalías sin retención"
"l10n_lv_group_603_72","603.72","Freight and haulage","Fletes y acarreos"
"l10n_lv_group_603_73","603.73","Import charges","Gastos de importación"
"l10n_lv_group_603_74","603.74","Patents and trademarks","Patentes y marcas"
"l10n_lv_group_603_75","603.75","Uniforms","Uniformes"
"l10n_lv_group_603_76","603.76","Predials","Prediales"
"l10n_lv_group_603_77","603.77","Development administration costs","Gastos de administración de urbanización"
"l10n_lv_group_603_78","603.78","Construction administration costs","Gastos de administración de construcción"
"l10n_lv_group_603_79","603.79","Freight from abroad","Fletes del extranjero"
"l10n_lv_group_603_80","603.80","Collection of goods from the agricultural and/or livestock sector","Recolección de bienes del sector agropecuario y/o ganadero"
"l10n_lv_group_603_81","603.81","Non-deductible expenses (without fiscal requirements)","Gastos no deducibles (sin requisitos fiscales)"
"l10n_lv_group_603_82","603.82","Other administrative expenses","Otros gastos de administración"
"l10n_lv_group_604","604","Manufacturing costs","Gastos de fabricación"
"l10n_lv_group_604_01","604.01","Wages and salaries","Sueldos y Salarios"
"l10n_lv_group_604_02","604.02","Compensation","Compensaciones"
"l10n_lv_group_604_03","604.03","Overtime","Tiempos extras"
"l10n_lv_group_604_04","604.04","Attendance awards","Premios de asistencia"
"l10n_lv_group_604_05","604.05","Punctuality awards","Premios de puntualidad"
"l10n_lv_group_604_06","604.06","Holidays","Vacaciones"
"l10n_lv_group_604_07","604.07","Holiday bonus","Prima vacacional"
"l10n_lv_group_604_08","604.08","Sunday premium","Prima dominical"
"l10n_lv_group_604_09","604.09","Public holidays","Días festivos"
"l10n_lv_group_604_10","604.10","Gratuities","Gratificaciones"
"l10n_lv_group_604_11","604.11","Seniority premiums","Primas de antigüedad"
"l10n_lv_group_604_12","604.12","Christmas bonus","Aguinaldo"
"l10n_lv_group_604_13","604.13","Indemnities","Indemnizaciones"
"l10n_lv_group_604_14","604.14","Uncovering","Destajo"
"l10n_lv_group_604_15","604.15","Pantry","Despensa"
"l10n_lv_group_604_16","604.16","Transport","Transporte"
"l10n_lv_group_604_17","604.17","Medical service","Servicio médico"
"l10n_lv_group_604_18","604.18","Assistance with funeral expenses","Ayuda en gastos funerarios"
"l10n_lv_group_604_19","604.19","Savings fund","Fondo de ahorro"
"l10n_lv_group_604_20","604.20","Union dues","Cuotas sindicales"
"l10n_lv_group_604_21","604.21","OCT","PTU"
"l10n_lv_group_604_22","604.22","Encouragement for staff","Estímulo al personal"
"l10n_lv_group_604_23","604.23","Social welfare","Previsión social"
"l10n_lv_group_604_24","604.24","Contributions to the retirement plan","Aportaciones para el plan de jubilación"
"l10n_lv_group_604_25","604.25","Other staff benefits","Otras prestaciones al personal"
"l10n_lv_group_604_26","604.26","IMSS contributions","Cuotas al IMSS"
"l10n_lv_group_604_27","604.27","Infonavit contributions","Aportaciones al infonavit"
"l10n_lv_group_604_28","604.28","SAR contributions","Aportaciones al SAR"
"l10n_lv_group_604_29","604.29","State payroll tax","Impuesto estatal sobre nóminas"
"l10n_lv_group_604_30","604.30","Other contributions","Otras aportaciones"
"l10n_lv_group_604_31","604.31","Assimilated to salaries","Asimilados a salarios"
"l10n_lv_group_604_32","604.32","Administrative services","Servicios administrativos"
"l10n_lv_group_604_33","604.33","Administrative services related parties","Servicios administrativos partes relacionadas"
"l10n_lv_group_604_34","604.34","Fees to domestic resident individuals","Honorarios a personas físicas residentes nacionales"
"l10n_lv_group_604_35","604.35","Fees to domestic resident individuals related parties","Honorarios a personas físicas residentes nacionales partes relacionadas"
"l10n_lv_group_604_36","604.36","Fees to individuals resident abroad","Honorarios a personas físicas residentes del extranjero"
"l10n_lv_group_604_37","604.37","Fees to individuals resident abroad related parties","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"l10n_lv_group_604_38","604.38","Fees to domestic resident legal entities","Honorarios a personas morales residentes nacionales"
"l10n_lv_group_604_39","604.39","Fees to domestic resident legal entities related parties","Honorarios a personas morales residentes nacionales partes relacionadas"
"l10n_lv_group_604_40","604.40","Fees to legal entities resident abroad","Honorarios a personas morales residentes del extranjero"
"l10n_lv_group_604_41","604.41","Fees to legal entities resident abroad related parties","Honorarios a personas morales residentes del extranjero partes relacionadas"
"l10n_lv_group_604_42","604.42","Customs fees natural persons","Honorarios aduanales personas físicas"
"l10n_lv_group_604_43","604.43","Customs fees legal persons","Honorarios aduanales personas morales"
"l10n_lv_group_604_44","604.44","Fees to the Board of Directors","Honorarios al consejo de administración"
"l10n_lv_group_604_45","604.45","Leasing to domestic resident individuals","Arrendamiento a personas físicas residentes nacionales"
"l10n_lv_group_604_46","604.46","Leasing to domestic resident legal entities","Arrendamiento a personas morales residentes nacionales"
"l10n_lv_group_604_47","604.47","Leasing to foreign residents","Arrendamiento a residentes del extranjero"
"l10n_lv_group_604_48","604.48","Fuels and lubricants","Combustibles y lubricantes"
"l10n_lv_group_604_49","604.49","Per diems and travel expenses","Viáticos y gastos de viaje"
"l10n_lv_group_604_50","604.50","Telephone, internet","Teléfono, internet"
"l10n_lv_group_604_51","604.51","Water","Agua"
"l10n_lv_group_604_52","604.52","Electric power","Energía eléctrica"
"l10n_lv_group_604_53","604.53","Surveillance and security","Vigilancia y seguridad"
"l10n_lv_group_604_54","604.54","Cleaning","Limpieza"
"l10n_lv_group_604_55","604.55","Stationery and office supplies","Papelería y artículos de oficina"
"l10n_lv_group_604_56","604.56","Maintenance and upkeep","Mantenimiento y conservación"
"l10n_lv_group_604_57","604.57","Insurance and bonds","Seguros y fianzas"
"l10n_lv_group_604_58","604.58","Other taxes and duties","Otros impuestos y derechos"
"l10n_lv_group_604_59","604.59","Tax surcharges","Recargos fiscales"
"l10n_lv_group_604_60","604.60","Fees and subscriptions","Cuotas y suscripciones"
"l10n_lv_group_604_61","604.61","Propaganda and advertising","Propaganda y publicidad"
"l10n_lv_group_604_62","604.62","Staff training","Capacitación al personal"
"l10n_lv_group_604_63","604.63","Donations and grants","Donativos y ayudas"
"l10n_lv_group_604_64","604.64","Technical assistance","Asistencia técnica"
"l10n_lv_group_604_65","604.65","Royalties subject to other percentages","Regalías sujetas a otros porcentajes"
"l10n_lv_group_604_66","604.66","Royalties subject to 5%","Regalías sujetas al 5%"
"l10n_lv_group_604_67","604.67","Royalties subject to 10%","Regalías sujetas al 10%"
"l10n_lv_group_604_68","604.68","Royalties subject to 15%","Regalías sujetas al 15%"
"l10n_lv_group_604_69","604.69","Royalties subject to 25%","Regalías sujetas al 25%"
"l10n_lv_group_604_70","604.70","Royalties subject to 30%","Regalías sujetas al 30%"
"l10n_lv_group_604_71","604.71","Royalties without withholding","Regalías sin retención"
"l10n_lv_group_604_72","604.72","Freight and haulage","Fletes y acarreos"
"l10n_lv_group_604_73","604.73","Import charges","Gastos de importación"
"l10n_lv_group_604_74","604.74","Patents and trademarks","Patentes y marcas"
"l10n_lv_group_604_75","604.75","Uniforms","Uniformes"
"l10n_lv_group_604_76","604.76","Predials","Prediales"
"l10n_lv_group_604_77","604.77","Urbanisation manufacturing costs","Gastos de fabricación de urbanización"
"l10n_lv_group_604_78","604.78","Construction manufacturing costs","Gastos de fabricación de construcción"
"l10n_lv_group_604_79","604.79","Freight from abroad","Fletes del extranjero"
"l10n_lv_group_604_80","604.80","Collection of goods from the agricultural and/or livestock sector","Recolección de bienes del sector agropecuario y/o ganadero"
"l10n_lv_group_604_81","604.81","Non-deductible expenses (without fiscal requirements)","Gastos no deducibles (sin requisitos fiscales)"
"l10n_lv_group_604_82","604.82","Other manufacturing costs","Otros gastos de fabricación"
"l10n_lv_group_605","605","Direct labour","Mano de obra directa"
"l10n_lv_group_605_01","605.01","Labour","Mano de obra"
"l10n_lv_group_605_02","605.02","Wages and Salaries","Sueldos y Salarios"
"l10n_lv_group_605_03","605.03","Compensation","Compensaciones"
"l10n_lv_group_605_04","605.04","Overtime","Tiempos extras"
"l10n_lv_group_605_05","605.05","Attendance awards","Premios de asistencia"
"l10n_lv_group_605_06","605.06","Punctuality awards","Premios de puntualidad"
"l10n_lv_group_605_07","605.07","Holidays","Vacaciones"
"l10n_lv_group_605_08","605.08","Holiday bonus","Prima vacacional"
"l10n_lv_group_605_09","605.09","Sunday premium","Prima dominical"
"l10n_lv_group_605_10","605.10","Public holidays","Días festivos"
"l10n_lv_group_605_11","605.11","Gratuities","Gratificaciones"
"l10n_lv_group_605_12","605.12","Primas de antigüedad","Primas de antigüedad"
"l10n_lv_group_605_13","605.13","Christmas bonus","Aguinaldo"
"l10n_lv_group_605_14","605.14","Indemnities","Indemnizaciones"
"l10n_lv_group_605_15","605.15","Uncovering","Destajo"
"l10n_lv_group_605_16","605.16","Pantry","Despensa"
"l10n_lv_group_605_17","605.17","Transport","Transporte"
"l10n_lv_group_605_18","605.18","Medical service","Servicio médico"
"l10n_lv_group_605_19","605.19","Assistance with funeral expenses","Ayuda en gastos funerarios"
"l10n_lv_group_605_20","605.20","Savings fund","Fondo de ahorro"
"l10n_lv_group_605_21","605.21","Union dues","Cuotas sindicales"
"l10n_lv_group_605_22","605.22","OCT","PTU"
"l10n_lv_group_605_23","605.23","Encouragement for staff","Estímulo al personal"
"l10n_lv_group_605_24","605.24","Social welfare","Previsión social"
"l10n_lv_group_605_25","605.25","Contributions to the retirement plan","Aportaciones para el plan de jubilación"
"l10n_lv_group_605_26","605.26","Other staff benefits","Otras prestaciones al personal"
"l10n_lv_group_605_27","605.27","Assimilated to salaries","Asimilados a salarios"
"l10n_lv_group_605_28","605.28","IMSS contributions","Cuotas al IMSS"
"l10n_lv_group_605_29","605.29","Infonavit contributions","Aportaciones al infonavit"
"l10n_lv_group_605_30","605.30","SAR contributions","Aportaciones al SAR"
"l10n_lv_group_605_31","605.31","Other direct labour costs","Otros costos de mano de obra directa"
"l10n_lv_group_606","606","Tax administrative facilities","Facilidades administrativas fiscales"
"l10n_lv_group_606_01","606.01","Tax administrative facilities","Facilidades administrativas fiscales"
"l10n_lv_group_607","607","Employee profit-sharing","Participación de los trabajadores en las utilidades"
"l10n_lv_group_607_01","607.01","Employee profit-sharing","Participación de los trabajadores en las utilidades"
"l10n_lv_group_608","608","Share in results of subsidiaries","Participación en resultados de subsidiarias"
"l10n_lv_group_608_01","608.01","Share in results of subsidiaries","Participación en resultados de subsidiarias"
"l10n_lv_group_609","609","Share in results of associates","Participación en resultados de asociadas"
"l10n_lv_group_609_01","609.01","Share in results of associates","Participación en resultados de asociadas"
"l10n_lv_group_610","610","Deferred employees' profit-sharing","Participación de los trabajadores en las utilidades diferida"
"l10n_lv_group_610_01","610.01","Deferred employees' profit-sharing","Participación de los trabajadores en las utilidades diferida"
"l10n_lv_group_611","611","Income tax","Impuesto Sobre la renta"
"l10n_lv_group_611_01","611.01","Income tax","Impuesto Sobre la renta"
"l10n_lv_group_611_02","611.02","Income tax on distributable profits","Impuesto Sobre la renta por remanente distribuible"
"l10n_lv_group_612","612","Expenses not deductible for CUFIN","Gastos no deducibles para CUFIN"
"l10n_lv_group_612_01","612.01","Expenses not deductible for CUFIN","Gastos no deducibles para CUFIN"
"l10n_lv_group_613","613","Accounting depreciation","Amortización contable"
"l10n_lv_group_613_01","613.01","Depreciation of buildings","Depreciación de edificios"
"l10n_lv_group_613_02","613.02","Depreciation of machinery and equipment","Depreciación de maquinaria y equipo"
"l10n_lv_group_613_03","613.03","Depreciation of cars, buses, cargo trucks, tractor-trailers, forklifts and trailers","Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
"l10n_lv_group_613_04","613.04","Depreciation of office furniture and equipment","Depreciación de mobiliario y equipo de oficina"
